P,Sex,Age,Bigram_Frequency,Conc_initial,Conc_trailing,Freq_initial,Freq_trailing,Group,Initial,LR_Diversity,Letters_initial,Letters_ttrailing,POS_initial,POS_trailing,Phonemes_initial,Phonemes_trailing,Syll_initial,Syll_trailing,Trailing,W_NW,accuracy,correct,correct_response,response_time
26,0,51,10,1.96,2.22,882.75,68.51,2,before,517,6,6,Conjunction,Adjective,5,5,2,2,actual,w,78.57142857,0,[word_response],1778
26,0,51,1769,3.3,3.27,414.54,297.82,1,second,498,6,4,Noun,Determiner,6,3,2,1,half,w,78.82352941,1,[word_response],894
26,0,51,,,,,,0,slush,0,5,8,,,,,,,pratcice,nw,77.90697674,0,[nonword_response],1470
26,0,51,,,,,,0,many,0,4,4,,,,,,,dnoe,nw,78.16091954,1,[nonword_response],871
26,0,51,10,4.04,3.18,0.82,64.07,2,slush,1,5,4,Noun,Noun,4,4,1,1,fund,w,77.27272727,0,[word_response],2903
26,0,51,,,,,,0,local,0,5,8,,,,,,,chidlren,nw,76.40449438,0,[nonword_response],1461
26,0,51,,,,,,0,building,0,8,5,,,,,,,abvoe,nw,76.66666667,1,[nonword_response],1102
26,0,51,0,2.83,2.41,5.09,114.69,3,briskly,8,7,5,Adjective,Verb,,3,2,2,allow,w,76.92307692,1,[word_response],1830
26,0,51,0,1.64,4.56,52.8,1.41,3,faith,49,5,4,Noun,Noun,,,1,1,rink,w,77.17391304,1,[word_response],2369
26,0,51,573,4.48,3.72,85.88,52.44,1,cash,134,4,4,Noun,Noun,3,3,1,1,flow,w,77.41935484,1,[word_response],1047
26,0,51,,,,,,0,trillion,0,8,7,,,,,,,accuont,nw,77.65957447,1,[nonword_response],2001
26,0,51,,,,,,0,puck,0,4,5,,,,,,,tiems,nw,77.89473684,1,[nonword_response],1236
26,0,51,0,3.54,1.68,0.19,198.34,3,oaken,0,5,5,Adjective,Determiner,,3,2,1,whose,w,78.125,1,[word_response],1238
26,0,51,428,4.33,3.38,34.45,176.07,1,rugby,39,5,5,Noun,Noun,5,6,2,2,union,w,78.35051546,1,[word_response],1019
26,0,51,0,4.1,4,3.95,2.22,3,tides,4,5,5,Noun,Adjective,,,1,1,mauve,w,77.55102041,0,[word_response],1477
26,0,51,,,,,,0,large,0,5,4,,,,,,,wtis,nw,77.77777778,1,[nonword_response],847
26,0,51,,,,,,0,snuffles,0,8,5,,,,,,,moedl,nw,78,1,[nonword_response],1103
26,0,51,255,3.13,3.24,12.2,67.62,1,toxic,20,5,5,Adjective,Verb,6,4,2,1,waste,w,78.21782178,1,[word_response],1028
26,0,51,10,2.77,2.7,356.72,59.67,2,less,479,4,6,Adverb,Adjective,3,5,1,2,afraid,w,77.45098039,0,[word_response],1615
26,0,51,,,,,,0,drubs,0,5,5,,,,,,,nugde,nw,76.69902913,0,[nonword_response],1298
26,0,51,,,,,,0,reaches,0,7,6,,,,,,,timesr,nw,76.92307692,1,[nonword_response],2018
26,0,51,305,3.81,4.75,22.47,196.14,1,fleet,25,5,6,Noun,Noun,4,5,1,1,street,w,77.14285714,1,[word_response],804
26,0,51,0,2.5,2.03,0.18,199.64,3,berate,0,6,8,Verb,Verb,,7,2,2,involved,w,77.35849057,1,[word_response],1638
26,0,51,,,,,,0,quickly,0,7,5,,,,,,,allwo,nw,77.57009346,1,[nonword_response],1050
26,0,51,381,3.48,3.87,85.82,407.39,1,fifty,78,5,4,Number,Number,5,3,2,1,five,w,77.77777778,1,[word_response],833
26,0,51,17,3.27,4.64,1.46,165.65,2,larval,3,6,5,Adjective,Noun,6,4,2,1,stage,w,77.06422018,0,[word_response],1732
26,0,51,0,3,2.04,141.09,195.48,3,meet,112,4,4,Verb,Verb,,3,1,1,gone,w,77.27272727,1,[word_response],803
26,0,51,,,,,,0,oval,0,4,7,,,,,,,hispter,nw,77.47747748,1,[nonword_response],933
26,0,51,,,,,,0,want,0,4,5,,,,,,,scayl,nw,76.78571429,0,[nonword_response],1939
26,0,51,437,4.25,4.97,49.68,65.17,1,acid,70,4,4,Noun,Noun,4,3,2,1,rain,w,76.99115044,1,[word_response],1384
26,0,51,,,,,,0,fleet,0,5,6,,,,,,,adivce,nw,76.31578947,0,[nonword_response],980
26,0,51,13,3.74,4.8,1.9,115.56,2,pelvic,4,6,5,Adjective,Noun,6,4,2,1,floor,w,76.52173913,1,[word_response],849
26,0,51,,,,,,0,secret,0,6,5,,,,,,,whsoe,nw,76.72413793,1,[nonword_response],772
26,0,51,,,,,,0,bile,0,4,4,,,,,,,ptah,nw,76.92307692,1,[nonword_response],759
26,0,51,,,,,,0,larval,0,6,4,,,,,,,ofod,nw,77.11864407,1,[nonword_response],651
26,0,51,,,,,,0,pelvic,0,6,6,,,,,,,strete,nw,77.31092437,1,[nonword_response],1298
26,0,51,,,,,,0,gimlet,0,6,6,,,,,,,coidng,nw,77.5,1,[nonword_response],1345
26,0,51,13,3.83,3.89,1.94,59.83,2,coiled,1,6,6,Verb,Noun,4,5,1,2,spring,w,77.68595041,1,[word_response],845
26,0,51,,,,,,0,darn,0,4,6,,,,,,,agered,nw,77.86885246,1,[nonword_response],2382
26,0,51,0,3.04,4.91,0.85,9.91,3,recede,0,6,5,Verb,Noun,,,2,1,socks,w,78.04878049,1,[word_response],1634
26,0,51,,,,,,0,hostile,0,7,4,,,,,,,rnik,nw,78.22580645,1,[nonword_response],895
26,0,51,,,,,,0,recede,0,6,5,,,,,,,scoks,nw,78.4,1,[nonword_response],1215
26,0,51,11,2.83,2.57,451.17,50.4,2,give,248,4,7,Verb,Noun,3,6,1,2,advance,w,78.57142857,1,[word_response],882
26,0,51,,,,,,0,glide,0,5,5,,,,,,,dorop,nw,78.74015748,1,[nonword_response],769
26,0,51,,,,,,0,ski,0,3,8,,,,,,,aicrraft,nw,78.90625,1,[nonword_response],1124
26,0,51,0,2.82,4.53,0.12,133.35,3,snuffles,0,8,5,Verb,Noun,,,2,2,model,w,79.06976744,1,[word_response],1193
26,0,51,,,,,,0,fart,0,4,6,,,,,,,ocurse,nw,79.23076923,1,[nonword_response],973
26,0,51,,,,,,0,rugby,0,5,5,,,,,,,stgae,nw,79.38931298,1,[nonword_response],858
26,0,51,,,,,,0,have,0,4,5,,,,,,,sihgt,nw,78.78787879,0,[nonword_response],2122
26,0,51,14,3.68,4.8,2.15,189.92,2,canned,3,6,4,Adjective,Noun,4,3,1,1,food,w,78.94736842,1,[word_response],760
26,0,51,10,1.93,2.73,575.47,104.37,2,want,139,4,6,Verb,Noun,4,5,1,2,advice,w,79.10447761,1,[word_response],862
26,0,51,,,,,,0,fifty,0,5,6,,,,,,,afarid,nw,78.51851852,0,[nonword_response],3001
26,0,51,10,2.19,3.89,57.65,70.36,2,secret,69,6,7,Noun,Noun,6,5,2,2,address,w,78.67647059,1,[word_response],1065
26,0,51,207,3.81,4.72,2.9,22.69,1,barbed,1,6,4,Adjective,Noun,5,3,1,1,wire,w,78.83211679,1,[word_response],1171
26,0,51,,,,,,0,meet,0,4,4,,,,,,,ogne,nw,78.98550725,1,[nonword_response],818
26,0,51,,,,,,0,give,0,4,8,,,,,,,langugae,nw,78.41726619,0,[nonword_response],852
26,0,51,,,,,,0,ozone,0,5,7,,,,,,,acheive,nw,77.85714286,0,[nonword_response],1813
26,0,51,,,,,,0,lifer ,0,6,4,,,,,,,hgus,nw,78.0141844,1,[nonword_response],704
26,0,51,,,,,,0,year,0,4,7,,,,,,,hunderd,nw,77.46478873,0,[nonword_response],984
26,0,51,,,,,,0,people,0,6,6,,,,,,,numebr,nw,76.92307692,0,[nonword_response],963
26,0,51,10,4.82,2.29,1241.58,67.68,2,people,679,6,7,Noun,Verb,5,4,2,2,achieve,w,77.08333333,1,[word_response],1936
26,0,51,,,,,,0,chilli,0,6,4,,,,,,,acll,nw,77.24137931,1,[nonword_response],870
26,0,51,,,,,,0,berate,0,6,8,,,,,,,ivnolved,nw,76.71232877,0,[nonword_response],1142
26,0,51,,,,,,0,good,0,4,7,,,,,,,adavnce,nw,76.8707483,1,[nonword_response],2605
26,0,51,311,2.5,2.07,158.58,299.1,1,recent,203,6,5,Adjective,Noun,6,4,2,1,times,w,77.02702703,1,[word_response],664
26,0,51,243,3.07,2.89,36.05,129.82,1,rapid,53,5,6,Adjective,Noun,5,4,2,1,growth,w,77.18120805,1,[word_response],1233
26,0,51,,,,,,0,chow,0,4,5,,,,,,,trdae,nw,77.33333333,1,[nonword_response],804
26,0,51,10,3.37,4.4,337.71,50.78,2,large,468,5,5,Adjective,Noun,4,5,1,2,adult,w,77.48344371,1,[word_response],999
26,0,51,,,,,,0,rapid,0,5,6,,,,,,,sprnig,nw,77.63157895,1,[nonword_response],1123
26,0,51,0,3.28,4.14,0.11,1.03,3,lifer ,0,6,4,Noun,Verb,,,2,1,hugs,w,77.77777778,1,[word_response],953
26,0,51,13,3.93,4.41,2.2,62.51,2,glide,1,5,4,Verb,Noun,4,3,1,1,path,w,77.92207792,1,[word_response],919
26,0,51,0,4.63,4.4,8.91,62.03,3,ski,17,3,8,Verb,Noun,,7,1,2,aircraft,w,78.06451613,1,[word_response],1187
26,0,51,,,,,,0,toxic,0,5,4,,,,,,,tset,nw,78.20512821,1,[nonword_response],711
26,0,51,0,4.18,3.82,1.04,196.94,3,fart,0,4,6,Verb,Adverb,,4,1,1,course,w,78.34394904,1,[word_response],926
26,0,51,,,,,,0,canned,0,6,4,,,,,,,aggs,nw,78.48101266,1,[nonword_response],1101
26,0,51,461,1.64,2.52,807.95,171.14,1,good,850,4,8,Adjective,Noun,3,7,1,2,practice,w,78.6163522,1,[word_response],1013
26,0,51,14,4.47,3.93,0.67,137.01,2,chow,1,4,4,Noun,Noun,2,4,1,1,test,w,78.75,1,[word_response],1119
26,0,51,,,,,,0,tides,0,5,5,,,,,,,muave,nw,78.88198758,1,[nonword_response],709
26,0,51,,,,,,0,less,0,4,5,,,,,,,fuond,nw,79.01234568,1,[nonword_response],1069
26,0,51,10,2.36,2.74,123.84,153.75,2,quickly,129,7,5,Adverb,Verb,6,4,2,2,added,w,79.14110429,1,[word_response],992
26,0,51,,,,,,0,funny,0,5,5,,,,,,,adlut,nw,79.26829268,1,[nonword_response],1085
26,0,51,0,4.04,2.5,6.46,190.6,3,oval,9,4,7,Adjective,Noun,,3,2,1,hipster,w,78.78787879,0,[word_response],966
26,0,51,0,,4,1.93,194.84,3,chilli,5,6,4,Noun,Verb,,3,2,1,call,w,78.91566265,1,[word_response],692
26,0,51,187,3.62,4.7,12.78,114.41,1,eighth,21,6,4,Number,Noun,2,4,1,2,army,w,79.04191617,1,[word_response],764
26,0,51,0,,4.47,0.01,1.53,3,drubs,0,5,5,Verb,Verb,,,1,1,nudge,w,79.16666667,1,[word_response],737
26,0,51,,,,,,0,their,0,5,4,,,,,,,fodo,nw,79.28994083,1,[nonword_response],632
26,0,51,,,,,,0,recent,0,6,7,,,,,,,adrdess,nw,79.41176471,1,[nonword_response],1043
26,0,51,4525,2.18,2,4736.93,354.73,1,have,1900,4,4,Verb,Verb,3,3,1,1,done,w,79.53216374,1,[word_response],1006
26,0,51,,,,,,0,coiled,0,6,5,,,,,,,shrot,nw,79.65116279,1,[nonword_response],920
26,0,51,2083,3.34,4.89,2609.19,466.08,1,their,3442,5,8,Pronoun,Noun,3,7,1,2,children,w,79.76878613,1,[word_response],743
26,0,51,10,2.62,2.86,16.48,220.99,2,hostile,19,7,6,Adjective,Noun,6,5,2,2,action,w,79.31034483,0,[word_response],1790
26,0,51,,,,,,0,barbed,0,6,5,,,,,,,folor,nw,79.42857143,1,[nonword_response],1467
26,0,51,,,,,,0,way,0,3,5,,,,,,,agere,nw,79.54545455,1,[nonword_response],1029
26,0,51,12,3,3.21,0.78,67.12,2,darn,1,4,5,Adjective,Noun,4,3,1,1,sight,w,79.66101695,1,[word_response],976
26,0,51,198,2.5,3.17,44.9,352.11,1,funny,62,5,5,Adjective,Noun,4,3,2,1,thing,w,79.7752809,1,[word_response],701
26,0,51,452,3.5,3.52,12.85,25.43,1,ozone,14,5,5,Noun,Noun,4,3,2,2,layer,w,79.88826816,1,[word_response],1141
26,0,51,0,3.25,3.2,737.78,191.09,3,year,343,4,7,Noun,Noun,,6,1,2,hundred,w,80,1,[word_response],779
26,0,51,0,3.7,4.69,15.35,0.51,3,reaches,16,7,6,Verb,Noun,,,2,2,timers,w,80.11049724,1,[word_response],2064
26,0,51,,,,,,0,acid,0,4,5,,,,,,,adedd,nw,80.21978022,1,[nonword_response],1057
26,0,51,0,2.34,2.31,962.8,81.81,3,way,263,3,5,Adverb,Verb,,4,1,2,agree,w,80.32786885,1,[word_response],2026
26,0,51,0,,3.03,0.14,4.94,3,gimlet,0,6,6,Noun,Verb,,,2,2,coding,w,79.89130435,0,[word_response],1870
26,0,51,234,4.46,4.25,11.83,49.68,1,bile,17,4,4,Noun,Noun,3,4,1,2,acid,w,80,1,[word_response],837
26,0,51,,,,,,0,eighth,0,6,6,,,,,,,atcion,nw,79.56989247,0,[nonword_response],966
26,0,51,,,,,,0,loony,0,5,6,,,,,,,numebr,nw,79.14438503,0,[nonword_response],696
26,0,51,21,3.46,4.85,0.56,297.06,5,beady,2,5,4,Adjective,Noun,4,2,2,1,eyes,w,79.25531915,1,[word_response],801
26,0,51,,,,,,0,canorous,0,8,6,,,,,,,corenr,nw,79.36507937,1,[nonword_response],998
26,0,51,,,,,,0,panics,0,6,5,,,,,,,gruop,nw,79.47368421,1,[nonword_response],787
26,0,51,,,,,,0,even,0,4,5,,,,,,,aomng,nw,79.58115183,1,[nonword_response],852
26,0,51,,,,,,0,strict,0,6,8,,,,,,,campiagn,nw,79.16666667,0,[nonword_response],1781
26,0,51,10,4.04,4.12,0.88,415.47,5,polyp,1,5,5,Noun,Noun,5,4,2,1,group,w,79.2746114,1,[word_response],959
26,0,51,,,,,,0,shitty,0,6,4,,,,,,,durm,nw,79.3814433,1,[nonword_response],796
26,0,51,0,2.58,4.52,0.73,365.29,6,shitty,0,6,5,Adjective,Noun,,3,2,1,night,w,79.48717949,1,[word_response],625
26,0,51,,,,,,0,shady,0,5,4,,,,,,,depe,nw,79.59183673,1,[nonword_response],682
26,0,51,0,,4.15,0.07,5.16,6,cadged,0,6,4,Verb,Adjective,,,1,1,limp,w,79.69543147,1,[word_response],1108
26,0,51,10,3.9,4.96,0.96,9.85,5,snare,1,5,4,Noun,Noun,4,4,1,1,drum,w,79.7979798,1,[word_response],730
26,0,51,,,,,,0,snare,0,5,6,,,,,,,ahppen,nw,79.89949749,1,[nonword_response],800
26,0,51,,,,,,0,volt,0,4,7,,,,,,,deifned,nw,80,1,[nonword_response],1908
26,0,51,47,2.07,3.66,182.49,63.25,4,common,269,6,6,Adjective,Noun,5,6,2,2,object,w,80.09950249,1,[word_response],779
26,0,51,64,2.72,2.61,20.69,219.35,5,strict,38,6,5,Adjective,Noun,6,4,1,1,sense,w,79.7029703,0,[word_response],2143
26,0,51,,,,,,0,septic,0,6,4,,,,,,,ekep,nw,79.80295567,1,[nonword_response],877
26,0,51,67,2.76,1.78,1187,81.54,4,first,1261,5,6,Number,Adjective,4,6,1,3,annual,w,79.90196078,1,[word_response],798
26,0,51,,,,,,0,they,0,4,4,,,,,,,baet,nw,80,1,[nonword_response],720
26,0,51,0,,4.11,,2.14,6,deedy,0,5,6,Adjective,Verb,,,2,1,scroll,w,80.09708738,1,[word_response],824
26,0,51,0,,3.11,,52.68,6,hodiernal ,0,10,4,Adjective,Noun,,,1,1,lies,w,80.19323672,1,[word_response],2156
26,0,51,73,3.67,5,481.01,90.7,4,little,828,6,4,Adjective,Noun,5,4,2,2,baby,w,80.28846154,1,[word_response],1225
26,0,51,,,,,,0,behave ,0,7,4,,,,,,,suop,nw,80.38277512,1,[nonword_response],684
26,0,51,,,,,,0,abaya,0,5,4,,,,,,,pian,nw,80.47619048,1,[nonword_response],1027
26,0,51,0,1.78,4.71,17.49,38.21,6,behave ,0,7,3,Verb,Noun,,,2,1,pub,w,80.56872038,1,[word_response],1006
26,0,51,0,3.46,4.9,,7.1,6,canorous,0,8,4,Adjective,Noun,,,3,2,pony,w,80.18867925,0,[word_response],905
26,0,51,,,,,,0,with,0,4,6,,,,,,,nubmer,nw,79.81220657,0,[nonword_response],697
26,0,51,0,,3.86,,4.68,6,glabrous,0,8,4,Adjective,Verb,,,2,1,tuck,w,79.90654206,1,[word_response],2512
26,0,51,,,,,,0,benthos,0,7,4,,,,,,,letf,nw,80,1,[nonword_response],1231
26,0,51,0,,2.6,,11.5,6,inunct,0,6,4,Verb,Noun,,,2,1,gall,w,79.62962963,0,[word_response],1073
26,0,51,,,,,,0,cadged,0,6,4,,,,,,,takn,nw,79.7235023,1,[nonword_response],1002
26,0,51,,,,,,0,beady,0,5,6,,,,,,,insdie,nw,79.81651376,1,[nonword_response],1142
26,0,51,0,3.04,4.82,0.56,36.78,6,panics,0,6,5,Verb,Noun,,,2,1,yards,w,79.9086758,1,[word_response],1226
26,0,51,16,3.07,3.7,1.41,37.55,5,musty,2,5,5,Adjective,Verb,5,4,2,1,smell,w,80,1,[word_response],795
26,0,51,12,4.31,2.94,1.52,446.74,5,sweeper,1,7,6,Noun,Noun,5,6,2,2,system,w,80.09049774,1,[word_response],911
26,0,51,,,,,,0,musty,0,5,7,,,,,,,mahcine,nw,79.72972973,0,[nonword_response],862
26,0,51,367,1.54,3.48,11153.82,486.51,4,that,5217,4,5,Determiner,Noun,3,4,1,1,place,w,79.8206278,1,[word_response],817
26,0,51,,,,,,0,polyp,0,5,5,,,,,,,egiht,nw,79.91071429,1,[nonword_response],2660
26,0,51,,,,,,0,would,0,5,6,,,,,,,appaer,nw,80,1,[nonword_response],1342
26,0,51,,,,,,0,revolve,0,7,4,,,,,,,lakc,nw,80.08849558,1,[nonword_response],893
26,0,51,0,,4.75,,379.06,6,benthos,0,7,4,Noun,Noun,,3,2,1,head,w,80.17621145,1,[word_response],701
26,0,51,,,,,,0,effable,0,7,6,,,,,,,chesee,nw,79.8245614,0,[nonword_response],1525
26,0,51,11,3.43,4.7,1.28,4.87,5,volt,1,4,5,Noun,Noun,4,4,1,2,meter,w,79.91266376,1,[word_response],2413
26,0,51,12,3.57,5,2.89,10.21,5,gilded,2,6,4,Adjective,Noun,6,3,2,1,cage,w,80,1,[word_response],1183
26,0,51,117,2.64,1.73,2545.66,110.02,4,will,1128,4,6,Verb,Noun,3,4,1,2,appeal,w,80.08658009,1,[word_response],771
26,0,51,,,,,,0,miaow,0,5,5,,,,,,,semll,nw,80.17241379,1,[nonword_response],837
26,0,51,35,2,3.3,6520.5,493.85,4,with,4777,4,6,Preposition,Noun,3,5,1,2,number,w,80.25751073,1,[word_response],1320
26,0,51,,,,,,0,plate,0,5,4,,,,,,,cgae,nw,80.34188034,1,[nonword_response],821
26,0,51,,,,,,0,research,0,8,5,,,,,,,alnog,nw,80.42553191,1,[nonword_response],1176
26,0,51,,,,,,0,lentil,0,6,5,,,,,,,alnoe,nw,80.50847458,1,[nonword_response],731
26,0,51,,,,,,0,fipple,0,6,6,,,,,,,ssytem,nw,80.5907173,1,[nonword_response],658
26,0,51,375,1.85,2.14,471.72,193.35,4,came,171,4,5,Verb,Adverb,3,4,1,2,along,w,80.67226891,1,[word_response],1020
26,0,51,72,3.44,1.96,1.27,452.86,5,revolve,1,7,6,Verb,Adverb,6,3,2,2,around,w,80.75313808,1,[word_response],775
26,0,51,,,,,,0,certain,0,7,6,,,,,,,amuont,nw,80.83333333,1,[nonword_response],1933
26,0,51,0,,3.79,,59.57,6,effable,0,7,4,Adjective,Noun,,,2,1,heat,w,80.91286307,1,[word_response],658
26,0,51,10,4.48,4.72,0.32,13.53,5,lentil,1,6,4,Noun,Noun,6,3,2,1,soup,w,80.99173554,1,[word_response],844
26,0,51,12,2.96,4.61,2.76,75,5,shady,1,5,6,Adjective,Noun,4,5,2,2,corner,w,81.06995885,1,[word_response],1422
26,0,51,,,,,,0,deedy,0,5,5,,,,,,,meetr,nw,81.14754098,1,[nonword_response],794
26,0,51,10,4.19,4.7,1.03,25.89,5,curd,1,4,6,Noun,Noun,3,3,1,1,cheese,w,81.2244898,1,[word_response],829
26,0,51,1071,1.12,3.13,2551.98,109.14,4,would,1036,5,6,Verb,Verb,3,4,1,2,appear,w,81.30081301,1,[word_response],992
26,0,51,12,1.72,2.52,2.79,9.85,5,downright,2,9,4,Adverb,Adjective,6,3,2,1,rude,w,81.37651822,1,[word_response],957
26,0,51,600,1.48,1.66,3228.32,315.88,4,were,2752,4,6,Verb,Adverb,2,6,1,2,almost,w,81.4516129,1,[word_response],715
26,0,51,,,,,,0,inunct,0,6,4,,,,,,,rdue,nw,81.52610442,1,[nonword_response],739
26,0,51,,,,,,0,first,0,5,6,,,,,,,anunal,nw,81.2,0,[nonword_response],825
26,0,51,0,3.83,4.12,0.55,415.47,6,blotter,0,7,5,Noun,Noun,,4,2,1,group,w,81.2749004,1,[word_response],971
26,0,51,19,3.74,4.8,0.91,33.24,5,septic,2,6,4,Adjective,Noun,6,4,2,1,tank,w,81.34920635,1,[word_response],712
26,0,51,,,,,,0,downright,0,9,6,,,,,,,nealry,nw,81.02766798,0,[nonword_response],927
26,0,51,186,2.79,2.38,720.77,228.64,4,even,541,4,5,Adverb,Preposition,4,4,2,2,among,w,81.1023622,1,[word_response],655
26,0,51,,,,,,0,glabrous,0,8,4,,,,,,,eeys,nw,81.17647059,1,[nonword_response],694
26,0,51,,,,,,0,gilded,0,6,6,,,,,,,objetc,nw,81.25,1,[nonword_response],1119
26,0,51,,,,,,0,your,0,4,6,,,,,,,anwser,nw,80.93385214,0,[nonword_response],918
26,0,51,,,,,,0,cell,0,4,6,,,,,,,swtich,nw,81.00775194,1,[nonword_response],804
26,0,51,,,,,,0,blotter,0,7,5,,,,,,,sesne,nw,81.08108108,1,[nonword_response],838
26,0,51,0,,3.07,,4.75,6,abaya,0,5,6,Noun,Verb,,,3,2,digest,w,81.15384615,1,[word_response],2263
26,0,51,768,1.68,2.74,216.31,154.29,4,certain,300,7,6,Adjective,Noun,5,5,2,2,amount,w,81.22605364,1,[word_response],864
26,0,51,,,,,,0,little,0,6,4,,,,,,,bbay,nw,81.29770992,1,[nonword_response],623
26,0,51,34,2.15,3.7,1.51,470.89,5,loony,1,5,4,Adjective,Verb,4,4,2,1,left,w,81.36882129,1,[word_response],586
26,0,51,226,2.93,3.97,4334.75,56.75,4,they,1616,4,4,Pronoun,Verb,2,3,1,1,beat,w,81.43939394,1,[word_response],645
26,0,51,0,,3.39,0.24,402.74,6,miaow,0,5,5,Noun,Noun,,4,2,1,point,w,81.50943396,1,[word_response],606
26,0,51,,,,,,0,will,0,4,6,,,,,,,appael,nw,81.57894737,1,[nonword_response],969
26,0,51,,,,,,0,that,0,4,5,,,,,,,palce,nw,81.27340824,0,[nonword_response],1030
26,0,51,,,,,,0,should,0,6,4,,,,,,,baer,nw,81.34328358,1,[nonword_response],736
26,0,51,0,,3.52,,391.12,6,fipple,0,6,5,Noun,Noun,,4,2,1,state,w,81.41263941,1,[word_response],822
26,0,51,,,,,,0,sweeper,0,7,4,,,,,,,gian,nw,81.11111111,0,[nonword_response],1432
26,0,51,125,1.53,4.88,1112.37,57.99,4,should,564,6,4,Verb,Noun,3,3,1,1,bear,w,81.18081181,1,[word_response],626
26,0,51,,,,,,0,curd,0,4,7,,,,,,,failrue,nw,80.88235294,0,[nonword_response],958
26,0,51,,,,,,0,hodiernal ,0,10,6,,,,,,,aronud,nw,80.95238095,1,[nonword_response],1339
26,0,51,,,,,,0,this,0,4,7,,,,,,,anicent,nw,80.65693431,0,[nonword_response],905
26,0,51,84,2.14,2.04,4632.4,50.83,4,this,2909,4,7,Determiner,Adjective,3,6,1,2,ancient,w,80.72727273,1,[word_response],1304
26,0,51,256,2.37,2.89,1383.37,144.21,4,your,1871,4,6,Pronoun,Verb,3,4,1,2,answer,w,80.79710145,1,[word_response],985
26,0,51,,,,,,0,sinker,0,6,4,,,,,,,haet,nw,80.86642599,1,[nonword_response],882
26,0,51,146,1.43,3.38,1230.87,107,4,very,987,4,4,Adverb,Adjective,4,3,2,1,deep,w,80.9352518,1,[word_response],546
26,0,51,0,4.77,4.4,0.72,6.06,6,crotch,0,6,6,Noun,Noun,,,1,2,sewing,w,81.00358423,1,[word_response],1056
26,0,51,50,3,1.89,117.84,114.94,4,spent,100,5,6,Verb,Adverb,5,5,1,2,nearly,w,81.07142857,1,[word_response],792
26,0,51,32,3.85,4.77,0.68,40.96,5,sinker,1,6,5,Noun,Noun,5,4,2,1,plate,w,81.13879004,1,[word_response],795
26,0,51,,,,,,0,just,0,4,6,,,,,,,deisgn,nw,80.85106383,0,[nonword_response],799
26,0,51,,,,,,0,hallowed,0,8,4,,,,,,,agll,nw,80.91872792,1,[nonword_response],787
26,0,51,37,3.03,3,269.92,95.18,4,research,284,8,8,Noun,Noun,5,6,2,2,campaign,w,80.98591549,1,[word_response],759
26,0,51,47,2.07,3.66,182.49,63.25,4,common,269,6,6,Adjective,Noun,5,6,2,2,object,w,81.05263158,1,[word_response],749
26,0,51,,,,,,0,heart,0,5,6,,,,,,,behnid,nw,81.11888112,1,[nonword_response],1234
26,0,51,11,1.86,4.77,1.32,162,5,hallowed,1,8,6,Adjective,Noun,5,5,2,1,ground,w,80.83623693,0,[word_response],1269
26,0,51,10,3.69,1.8,1.09,233.61,5,marbled,1,7,6,Adjective,Noun,7,5,2,2,effect,w,80.90277778,1,[word_response],1381
26,0,51,,,,,,0,total,0,5,6,,,,,,,figrue,nw,80.96885813,1,[nonword_response],1794
26,0,51,,,,,,0,lagging,0,7,5,,,,,,,yrads,nw,81.03448276,1,[nonword_response],671
26,0,51,22,1.84,3.3,4135.35,493.85,4,from,3081,4,6,Preposition,Noun,4,5,1,2,number,w,81.09965636,1,[word_response],727
26,0,51,37,4.14,4.92,1.46,37.7,5,crusty,1,6,5,Adjective,Noun,6,4,2,1,bread,w,81.16438356,1,[word_response],1388
26,0,51,,,,,,0,research,0,8,6,,,,,,,swtich,nw,81.22866894,1,[nonword_response],793
26,0,51,11,1.97,3.63,2.6,176.13,5,ghostly,1,7,6,Adjective,Verb,6,5,2,2,figure,w,81.29251701,1,[word_response],895
26,0,51,,,,,,0,uniped,0,6,4,,,,,,,dsah,nw,81.3559322,1,[nonword_response],718
26,0,51,383,1.77,4.04,1971.16,173.09,4,about,1217,5,5,Preposition,Number,4,2,2,1,eight,w,81.41891892,1,[word_response],792
26,0,51,,,,,,0,from,0,4,4,,,,,,,godl,nw,81.48148148,1,[nonword_response],618
26,0,51,80,2.8,2.04,175.68,100.68,4,total,261,5,4,Adjective,Noun,5,3,2,1,lack,w,81.54362416,1,[word_response],693
26,0,51,0,,3.69,,7.98,6,ratite,0,6,5,Adjective,Adjective,,,2,1,crisp,w,81.60535117,1,[word_response],827
26,0,51,,,,,,0,whacking,0,8,4,,,,,,,pnoy,nw,81.66666667,1,[nonword_response],686
26,0,51,,,,,,0,wanker,0,6,4,,,,,,,aawy,nw,81.72757475,1,[nonword_response],1127
26,0,51,0,,4.07,,4.28,6,panurgic,0,8,4,Adjective,Noun,,,3,1,stab,w,81.45695364,0,[word_response],574
26,0,51,19,1.86,4.26,2.49,101.42,5,worldly,1,7,5,Adjective,Noun,6,4,2,1,goods,w,81.51815182,1,[word_response],619
26,0,51,0,,3.72,,351.44,6,labarum,0,7,4,Noun,Noun,,4,3,3,area,w,81.25,0,[word_response],1221
26,0,51,11,3.46,4.07,0.73,33.16,5,dimmer,2,6,6,Noun,Verb,4,4,2,1,switch,w,81.31147541,1,[word_response],790
26,0,51,0,1.83,4.47,0.06,4.31,6,screwy,0,6,4,Adjective,Noun,,,2,1,kits,w,81.37254902,1,[word_response],1451
